Rank,Name,Growth_Rate,Revenue,Industry,Employees,City,State
2825,Amadeus Consulting,1.22,8900000.0,Software,80,Boulder,CO
2826,Spring Mobile,1.22,91500000.0,Retail,385,Salt Lake City,UT
2827,InVue Security Products,1.22,103300000.0,Security,173,Charlotte,NC
2828,D4,1.22,14300000.0,IT Services,125,Rochester,NY
2829,Andelcare,1.22,2500000.0,Health,120,Bellevue,WA
2830,ReSource Pro,1.22,24300000.0,Business Products & Services,1124,New York,NY
2831,Taylor Creative,1.22,9200000.0,Advertising & Marketing,35,New York,NY
2832,Solaris,1.22,4900000.0,Manufacturing,48,West Allis,WI
2833,Central Payment,1.22,104600000.0,Financial Services,130,San Rafael,CA
2834,IC Realtime,1.22,21900000.0,Security,33,POMPANO BEACH,FL
2835,Decipher,1.21,19800000.0,Software,140,Fresno,CA
2836,4Wall Lighting,1.21,55200000.0,Business Products & Services,197,Las Vegas,NV
2837,SimpleSignal,1.21,8900000.0,Telecommunications,30,Dana Point,CA
2838,Aventure Aviation,1.21,12500000.0,Logistics & Transportation,24,Peachtree City,GA
2839,ComplianceSigns,1.21,6000000.0,Manufacturing,44,Chadwick,IL
2840,Beyond Spots & Dots,1.21,3100000.0,Advertising & Marketing,15,Pittsburgh,PA
2841,99Perfume.com,1.21,4400000.0,Retail,8,Manalapan,NJ
2842,Dsys,1.21,2800000.0,IT Services,28,Alpharetta,GA
2843,U.S. Pavement Services,1.21,36100000.0,Construction,138,Woburn,MA
2844,Circle Computer Resources,1.21,7000000.0,IT Services,63,Cedar Rapids,IA
2845,Simpluris,1.21,5000000.0,Business Products & Services,50,Costa Mesa,CA
2846,Express Diagnostics Int'l,1.21,12600000.0,Health,91,Blue Earth,MN
2847,YapStone,1.21,68500000.0,Financial Services,125,Walnut Creek,CA
2848,Lasco Enterprises,1.21,24700000.0,Food & Beverage,450,Houston,TX
2849,Geary LSF,1.21,41700000.0,Advertising & Marketing,186,San Francisco,CA
2850,Advantage SCI,1.2,9700000.0,Government Services,81,El Segundo,CA
2851,Blue Fish Development Group,1.2,3900000.0,IT Services,14,Austin,TX
2852,The CARA Group,1.2,16800000.0,Education,147,Oak Brook,IL
2853,Strategic Consulting Solutions,1.2,3200000.0,Government Services,28,Oak Ridge,TN
2854,Willow Bend Mortgage Company,1.2,19700000.0,Financial Services,97,Plano,TX
2855,Dodge Communications,1.2,5900000.0,Advertising & Marketing,42,Alpharetta,GA
2856,Blue Horseshoe Solutions,1.2,23800000.0,Software,111,Carmel,IN
2857,Mommy's Bliss,1.2,6800000.0,Consumer Products & Services,10,San Rafael,CA
2858,Monoprice,1.2,121300000.0,Consumer Products & Services,253,Rancho Cucamonga,CA
2859,Open Systems Technologies,1.2,75500000.0,IT Services,116,Grand Rapids,MI
2860,Apparatus,1.2,20900000.0,IT Services,128,Indianapolis,IN
2861,Sulaan Solutions,1.2,2900000.0,IT Services,9,Chandler,AZ
2862,HealthHelp,1.2,38200000.0,Health,321,Houston,TX
2863,QCS Logistics,1.2,3000000.0,Logistics & Transportation,75,New Orleans,LA
2864,Raining Rose,1.2,18100000.0,Manufacturing,123,Cedar Rapids,IA
2865,Outside the Lines,1.19,6600000.0,Construction,24,Newport Beach,CA
2866,Latshaw Drilling & Exploration,1.19,125200000.0,Energy,800,Tulsa,OK
2867,Intelect,1.19,24100000.0,Engineering,122,Baltimore,MD
2868,Internetwork Engineering,1.19,88400000.0,IT Services,78,Charlotte,NC
2869,Endurance IT Services,1.19,3200000.0,IT Services,33,Virginia Beach,VA
2870,Windy City Limousine and Bus,1.19,17500000.0,Logistics & Transportation,400,Franklin park,IL
2871,PrideStaff,1.19,114300000.0,Human Resources,17057,Fresno,CA
2872,Mazzuca Contracting,1.19,33600000.0,Construction,35,Annapolis Junction,MD
2873,Lenati,1.19,9000000.0,Advertising & Marketing,53,Seattle,WA
2874,Zifty.com,1.19,4200000.0,Food & Beverage,66,Atlanta,GA
2875,Precise Mold and Plate,1.19,7700000.0,Manufacturing,47,Columbus,IN
2876,BG Staffing,1.19,76800000.0,Human Resources,10611,Dallas,TX
2877,Myriad Supply,1.19,22900000.0,Computer Hardware,44,New York,NY
2878,Planet Fitness,1.19,157300000.0,Health,340,Newington,NH
2879,Jetpool,1.19,6300000.0,Logistics & Transportation,18,Charlotte,NC
2880,HomeExchange.com,1.19,5000000.0,Travel & Hospitality,5,Hermosa Beach,CA
2881,HireStrategy,1.19,23900000.0,Human Resources,310,Reston,VA
2882,ERP Analysts,1.19,30500000.0,IT Services,200,Dublin,OH
2883,Climatic Heating and Cooling,1.18,3800000.0,Construction,18,Middleburg,VA
2884,Surya,1.18,64000000.0,Consumer Products & Services,87,Calhoun,GA
2885,Four Hands,1.18,71000000.0,Manufacturing,106,Austin,TX
2886,Intact Info Solutions,1.18,2800000.0,IT Services,15,Diamond Bar,CA
2887,XIFIN,1.18,29200000.0,Software,160,San Diego,CA
2888,MIPRO Consulting,1.18,14900000.0,IT Services,97,Milford,MI
2889,Logistic Dynamics,1.18,39600000.0,Logistics & Transportation,25,Amherst,NY
2890,Automated Collection Services,1.18,18900000.0,Financial Services,152,Nashville,TN
2891,Novae,1.18,45200000.0,Manufacturing,287,Markle,IN
2892,Medix Staffing Solutions,1.18,77000000.0,Human Resources,226,Lombard,IL
2893,LaunchSquad,1.18,9400000.0,Advertising & Marketing,85,San Francisco,CA
2894,TopGolf,1.18,50700000.0,Consumer Products & Services,1204,Dallas,TX
2895,OptionsHouse,1.18,47100000.0,Financial Services,102,Chicago,IL
2896,Telx,1.18,214300000.0,Telecommunications,316,New York,NY
2897,Mankin Media Systems,1.18,4500000.0,Media,12,Franklin,TN
2898,Arryve,1.18,10300000.0,Business Products & Services,48,Redmond,WA
2899,Republic Mortgage Home Loans,1.18,70600000.0,Financial Services,410,Salt Lake City,UT
2900,TES Engineering,1.18,4800000.0,Engineering,40,Westlake,OH
2901,"Sigma Group (Morganville, NJ)",1.18,3200000.0,IT Services,25,Morganville,NJ
2902,Ancero,1.18,8600000.0,IT Services,60,Mt. Laurel,NJ
2903,CLEAResult,1.18,119200000.0,Energy,968,"Austin, Texas",TX
2904,"Comfort Supply (Pittsburgh, PA)",1.18,14000000.0,Construction,21,Pittsburgh,PA
2905,The NACHER Corporation,1.18,25400000.0,Energy,250,Youngsville,LA
2906,Virtue Group,1.17,19700000.0,IT Services,136,alpharetta,GA
2907,Colorado Moulding Company,1.17,2000000.0,Business Products & Services,14,Englewood,CO
2908,Hycomp,1.17,4800000.0,Manufacturing,39,Hyde Park,UT
2909,Bullhorn,1.17,44000000.0,Software,292,Boston,MA
2910,Quest CE,1.17,4600000.0,Financial Services,40,Milwaukee,WI
2911,The FruitGuys,1.17,13500000.0,Food & Beverage,59,South San Francisco,CA
2912,Lollicup USA,1.17,45900000.0,Business Products & Services,136,City of Industry,CA
2913,Labrador Life Science,1.17,2500000.0,Health,53,St. Louis Park,MN
2914,Lighten the Load,1.17,7700000.0,Logistics & Transportation,17,Itasca,IL
2915,Sterlitech,1.17,3700000.0,Manufacturing,16,Kent,WA
2916,Bradsby Group,1.17,20200000.0,Human Resources,86,Denver,CO
2917,SEI-Phoenix,1.17,2300000.0,IT Services,11,Scottsdale,AZ
2918,Isotech Pest Management,1.17,9600000.0,Business Products & Services,65,Covina,CA
2919,EdgeWebHosting,1.17,10000000.0,IT Services,35,Baltimore,MD
2920,VIP International,1.17,5200000.0,Retail,16,Rancho Cordova,CA
2921,Adcap Network Systems,1.17,31100000.0,IT Services,62,Alpharetta,GA
2922,Heritage Financial Consultants,1.16,12900000.0,Financial Services,77,Hunt Valley,MD
2923,The Sage Group,1.16,12200000.0,Advertising & Marketing,62,San Francisco,CA
2924,WTP Advisors,1.16,16000000.0,Business Products & Services,90,White Plains,NY
2925,Consero Global,1.16,5300000.0,Financial Services,178,Austin,TX
2926,Russell Corrosion Consultants,1.16,3700000.0,Engineering,28,Columbia,MD
2927,Daniel Defense,1.16,31700000.0,Manufacturing,153,Black Creek,GA
2928,ARGI Financial Group,1.16,7000000.0,Financial Services,58,Louisville,KY
2929,Movoto,1.16,4100000.0,Real Estate,49,San Mateo,CA
2930,A.M. Transport Services,1.16,20800000.0,Logistics & Transportation,26,Olney,IL
2931,Horizon Roofing,1.16,7400000.0,Construction,40,Waite Park,MN
2932,LiquidAgents Healthcare,1.16,23900000.0,Health,373,Plano,TX
2933,LTBD,1.16,2000000.0,Financial Services,17,Vienna,VA
2934,Advanced Systems Design,1.16,10500000.0,Government Services,85,Tallayassee,FL
2935,Creative Tent International,1.16,20800000.0,Manufacturing,89,Lake Havasu City,AZ
2936,3D Corporate Solutions,1.16,205600000.0,Food & Beverage,200,Monett,MO
2937,Sullivan Solar Power,1.16,17900000.0,Energy,72,San Diego,CA
2938,"Fathom (Valley View, OH)",1.16,14900000.0,Advertising & Marketing,121,Valley View,OH
2939,Finit Solutions,1.16,9800000.0,IT Services,47,Media,PA
2940,Deque Systems,1.16,12100000.0,Software,44,Herndon,VA
2941,Bodybuilding.com,1.16,320900000.0,Retail,586,Meridian,ID
2942,FishNet Security,1.16,525300000.0,Security,572,Overland Park,KS
2943,Intueor Consulting,1.15,7900000.0,Government Services,29,Irvine,CA
2944,Jackson River,1.15,2400000.0,IT Services,19,Washington,DC
2945,Velir,1.15,10500000.0,IT Services,71,Somerville,MA
2946,Messina Wildlife Management,1.15,3000000.0,Manufacturing,11,washington,NJ
2947,Nexum,1.15,75200000.0,Security,70,Chicago,IL
2948,Pro-Vision,1.15,4700000.0,Manufacturing,24,Byron Center,MI
2949,EDTS,1.15,6000000.0,IT Services,49,Augusta,GA
2950,Jasper Contractors,1.15,49000000.0,Construction,122,Baton Rouge,LA
2951,Resolvit,1.15,24500000.0,IT Services,234,Tyson's Corner,VA
2952,Vosges Haut-Chocolat,1.15,25200000.0,Food & Beverage,65,Chicago,IL
2953,Codeworks,1.15,24600000.0,IT Services,235,Brookfield,WI
2954,G2 Web Services,1.15,16600000.0,Financial Services,90,Bellevue,WA
2955,Outsell,1.15,13400000.0,Software,85,Minneapolis,MN
2956,GourmetGiftBaskets.com,1.15,18600000.0,Food & Beverage,58,Kingston,NH
2957,The Natural Baby Company,1.15,3900000.0,Consumer Products & Services,17,Bozeman,MT
2958,ImmixGroup,1.15,883600000.0,IT Services,252,McLean,VA
2959,Journey Mexico,1.15,4700000.0,Travel & Hospitality,21,Laredo,TX
2960,Arrow Strategies,1.15,38000000.0,Human Resources,315,Bingham Farms,MI
2961,Genesis-ATC,1.15,846200000.0,Telecommunications,347,San Antonio,TX
2962,Seahorse Bioscience,1.14,28800000.0,Health,130,Billerica,MA
2963,Allied Advertising Agency,1.14,5100000.0,Business Products & Services,64,San Antonio,TX
2964,DataArt,1.14,30700000.0,Software,800,New York,NY
2965,Mercom,1.14,78800000.0,Government Services,83,Pawleys Island,SC
2966,FilmTools,1.14,20500000.0,Media,35,Burbank,CA
2967,Ebit Information Systems,1.14,8100000.0,IT Services,90,Jeffersonville,IN
2968,Downtown Reporting,1.14,2000000.0,Business Products & Services,35,Ft. Lauderdale,FL
2969,Enjoy Life Foods,1.14,23700000.0,Food & Beverage,70,Schiller Park,IL
2970,MetroStar Systems,1.14,24600000.0,IT Services,136,Reston,VA
2971,ConServe,1.14,52700000.0,Financial Services,483,Fairport,NY
2972,Tire Group International,1.14,117700000.0,Business Products & Services,84,Miami,FL
2973,Korvis,1.14,49200000.0,Manufacturing,85,Corvallis,OR
2974,EasySeat,1.14,4900000.0,Retail,7,Plainville,CT
2975,NEOS,1.14,4600000.0,Business Products & Services,24,Hartford,CT
2976,Stone Brewing,1.14,103400000.0,Food & Beverage,505,Escondido,CA
2977,RCD-Atlanta,1.13,10700000.0,Construction,30,Stone Mountain,GA
2978,Steven Roberts Original Desserts,1.13,98100000.0,Food & Beverage,886,Aurora,CO
2979,IQ Pipeline,1.13,12000000.0,Human Resources,263,San Diego,CA
2980,Valin,1.13,146600000.0,Business Products & Services,233,San Jose,CA
2981,Flexible Systems,1.13,29600000.0,IT Services,95,Hauppauge,NY
2982,IMET,1.13,2700000.0,Manufacturing,22,Southampton,PA
2983,Pacific Logistics,1.13,66200000.0,Logistics & Transportation,350,Pico Rivera,CA
2984,Scotwork (NA),1.13,4000000.0,Business Products & Services,17,Parsippany,NJ
2985,Venteon,1.13,16800000.0,Human Resources,186,Troy,MI
2986,Kyyba,1.13,24700000.0,IT Services,231,Farmington Hills,MI
2987,Thunder Tech,1.13,2800000.0,Advertising & Marketing,31,Cleveland,OH
2988,Wittenberg Weiner Consulting,1.13,6400000.0,Government Services,54,Tampa,FL
2989,DeanHouston,1.13,6100000.0,Advertising & Marketing,38,Cincinnati,OH
2990,Atlantic Metro Communications,1.13,6200000.0,IT Services,16,Parsippany,NJ
2991,Lancet Data Sciences,1.13,14600000.0,IT Services,90,Burnsville,MN
2992,Laser Supply & Service,1.13,5500000.0,Manufacturing,26,Norcross,GA
2993,Mindshare Technologies,1.13,21700000.0,Business Products & Services,117,Salt Lake City,UT
2994,A-T Solutions,1.13,201500000.0,Government Services,815,Vienna,VA
2995,Pride Technologies,1.13,231000000.0,Human Resources,1000,New York,NY
2996,Amber Pharmacy,1.13,155600000.0,Health,120,Omaha,NE
2997,Fibertech Networks,1.13,142300000.0,Telecommunications,250,ROCHESTER,NY
2998,Leonisa,1.13,4500000.0,Retail,16,Norcross,GA
2999,On-Site Fuel Service,1.13,228200000.0,Logistics & Transportation,155,Brandon,MS
3000,Corporate IT Solutions,1.12,8500000.0,IT Services,40,Norwood,MA
3001,Heartland Business Systems,1.12,156300000.0,IT Services,,Little Chute,WI
3002,AEgis Technologies Group,1.12,65000000.0,Government Services,268,Huntsville,AL
3003,American Eagle Mortgage,1.12,15600000.0,Real Estate,105,Lorain,OH
3004,Scorpion Coatings,1.12,4600000.0,Manufacturing,12,Cloverdale,IN
3005,BPG International,1.12,35600000.0,Consumer Products & Services,33,Wilmington,DE
3006,Anexinet Technology,1.12,80300000.0,IT Services,225,Blue Bell,PA
3007,Leader Bank,1.12,50100000.0,Financial Services,204,Arlington,MA
3008,Relias Learning,1.12,28600000.0,Software,161,Cary,NC
3009,5Linx Enterprises,1.12,103600000.0,Telecommunications,268,Rochester,NY
3010,Inter Technologies,1.12,16300000.0,IT Services,69,Mishawaka,IN
3011,AES Logistics,1.12,12900000.0,Logistics & Transportation,20,Burien,WA
3012,Ludus Sports,1.12,6400000.0,Travel & Hospitality,13,San Diego,CA
3013,Prophet,1.11,92800000.0,Advertising & Marketing,228,San Francisco,CA
3014,Yerba Buena Engineering & Construction,1.11,34100000.0,Construction,82,San Francisco,CA
3015,Spohn Ranch,1.11,9100000.0,Construction,45,Los Angeles,CA
3016,Box Office Ticket Sales,1.11,13100000.0,Consumer Products & Services,20,Omaha,NE
3017,ETS International,1.11,6500000.0,Logistics & Transportation,111,Randolph,MA
3018,Air Force One,1.11,26200000.0,Construction,142,Dublin,OH
3019,Industrial Control Repair,1.11,47000000.0,Business Products & Services,170,Warren,MI
3020,K4 Solutions,1.11,17400000.0,IT Services,117,Falls Church,VA
3021,Linium,1.11,45900000.0,IT Services,322,New York,NY
3022,2HB Software Designs,1.11,4600000.0,Government Services,25,Columbia,MD
3023,Client Solution Architects,1.11,31200000.0,Business Products & Services,132,Mechanicsburg,PA
3024,@Properties,1.11,89400000.0,Real Estate,78,Chicago,IL
3025,SOAProjects,1.11,14200000.0,Financial Services,210,Mountain View,CA
3026,Crestmark,1.11,63700000.0,Financial Services,204,Troy,MI
3027,Healthcare Solutions Team,1.11,15300000.0,Insurance,7,Lombard,IL
3028,Troll and Toad,1.1,18100000.0,Retail,160,Corbin,KY
3029,American Fireglass,1.1,3500000.0,Manufacturing,17,Lake Elsinore,CA
3030,Qvidian,1.1,13500000.0,Software,98,Lowell,MA
3031,FlexPrint,1.1,30400000.0,IT Services,150,Mesa,AZ
3032,ClearStar,1.1,6800000.0,Human Resources,27,Alpharetta,GA
3033,LifeLock,1.1,276400000.0,Security,616,Tempe,AZ
3034,Burr & Forman,1.1,199700000.0,Business Products & Services,503,Birmingham,AL
3035,Infinisource,1.1,54700000.0,Human Resources,396,Charlotte,NC
3036,Carousel Industries,1.1,347600000.0,Telecommunications,1029,Exeter,RI
3037,The Honest Kitchen,1.1,12100000.0,Food & Beverage,24,San Diego,CA
3038,Providge Consulting,1.1,2800000.0,IT Services,45,Wilmington,DE
3039,Dialogue Marketing,1.1,41500000.0,Telecommunications,1073,Troy,MI
3040,LED Source,1.1,8200000.0,Business Products & Services,21,Wellington,FL
3041,SensoryEffects,1.1,151500000.0,Food & Beverage,400,St. Louis,MO
3042,Burkett Restaurant Equipment,1.1,19300000.0,Food & Beverage,60,Toledo,OH
3043,Home Care Assistance,1.1,62700000.0,Health,2650,Palo Alto,CA
3044,"Prime Controls (Dayton, OH)",1.1,2500000.0,Manufacturing,10,Dayton,OH
3045,The Legacy Network,1.1,6900000.0,Government Services,7,Fairfax,VA
3046,NetGain,1.1,10000000.0,IT Services,72,St. Cloud,MN
3047,CareATC,1.1,14700000.0,Health,55,Tulsa,OK
3048,RTM & Associates,1.1,4900000.0,Engineering,31,South Barrington,IL
3049,mywedding.com,1.1,6900000.0,Advertising & Marketing,73,Castle Rock,CO
3050,Sheakley,1.09,215000000.0,Human Resources,532,Cincinnati,OH
3051,ShoppersChoice.com,1.09,39900000.0,Retail,67,Baton Rouge,LA
3052,Duarte,1.09,20400000.0,Advertising & Marketing,106,Mountain View,CA
3053,MamaBargains.com,1.09,2700000.0,Retail,10,Salt Lake City,UT
3054,DDS Companies,1.09,52500000.0,Construction,219,Rochester,NY
3055,Winxnet,1.09,7700000.0,IT Services,56,Portland,ME
3056,VHMnetwork,1.09,4500000.0,Advertising & Marketing,10,New York,NY
3057,iCore Networks,1.09,38100000.0,Telecommunications,118,McLean,VA
3058,Conservice,1.09,41300000.0,Real Estate,494,Logan,UT
3059,CIK Power Distributors,1.09,13300000.0,Telecommunications,65,Orange,CA
3060,Nasty Pig,1.09,2000000.0,Retail,10,New York,NY
3061,Gap Intelligence,1.09,3800000.0,Business Products & Services,37,San Diego,CA
3062,LabConnect,1.09,9900000.0,Health,47,Seattle,WA
3063,Midwest Prototyping,1.09,2500000.0,Manufacturing,18,Blue Mounds,WI
3064,Propio Language Services,1.09,2100000.0,Government Services,70,Lenexa,KS
3065,Achieve3000,1.09,47900000.0,Education,235,Lakewood,NJ
3066,A/R Allegiance Group,1.09,3800000.0,Health,15,Overland Park,KS
3067,Primacy,1.09,15000000.0,Advertising & Marketing,77,Farmington,CT
3068,Account Control Technology,1.09,44900000.0,Financial Services,449,Canoga Park,CA
3069,Compendium,1.09,15400000.0,Consumer Products & Services,48,Seattle,WA
3070,ICON Information Consultants,1.09,169200000.0,Human Resources,1424,Houston,TX
3071,Daman Products,1.09,19500000.0,Manufacturing,128,Mishawaka,IN
3072,AMAXRA,1.09,4700000.0,Business Products & Services,76,Redmond,WA
3073,Arraya Solutions,1.08,34600000.0,IT Services,51,Plymouth Meeting,PA
3074,Wimmer Solutions,1.08,42200000.0,IT Services,280,Seattle,WA
3075,FirstPerson,1.08,7600000.0,Insurance,48,Indianapolis,IN
3076,Tempest Telecom Solutions,1.08,57200000.0,Telecommunications,183,Santa Barbara,CA
3077,BidSync,1.08,8300000.0,Software,75,American Fork,UT
3078,Health Advocate,1.08,72900000.0,Health,597,Plymouth Meeting,PA
3079,Precision Metal Industries,1.08,12800000.0,Manufacturing,78,pompano beach,FL
3080,Edwards Project Solutions,1.08,6600000.0,Business Products & Services,33,Elkridge,MD
3081,Universal Consulting Services,1.08,33900000.0,Government Services,203,Fairfax,VA
3082,Coherent Solutions,1.08,13100000.0,IT Services,330,Minneapolis,MN
3083,Jackson Technical,1.08,2800000.0,IT Services,11,Tulsa,OK
3084,Allegient,1.08,22000000.0,IT Services,148,"Indianapolis,",IN
3085,DGE,1.08,11000000.0,Engineering,54,Rochester Hills,MI
3086,Creative Sign Designs,1.08,11200000.0,Manufacturing,71,Tampa,FL
3087,Diversified Industrial Staffing,1.08,7900000.0,Human Resources,8,Troy,MI
3088,QPS Employment Group,1.08,133300000.0,Human Resources,254,Brookfield,WI
3089,Total Mortgage Services,1.08,18300000.0,Financial Services,150,Milford,CT
