ICD.Chapter,State,Year,Deaths,Population,Crude.Rate
Diseases of the genitourinary system,IA,2010,510,3046355,16.7
Diseases of the genitourinary system,KS,1999,520,2678338,19.4
Diseases of the genitourinary system,KS,2000,644,2688418,24
Diseases of the genitourinary system,KS,2001,644,2702162,23.8
Diseases of the genitourinary system,KS,2002,662,2713535,24.4
Diseases of the genitourinary system,KS,2003,667,2723004,24.5
Diseases of the genitourinary system,KS,2004,696,2734373,25.5
Diseases of the genitourinary system,KS,2005,680,2745299,24.8
Diseases of the genitourinary system,KS,2006,746,2762931,27
Diseases of the genitourinary system,KS,2007,711,2783785,25.5
Diseases of the genitourinary system,KS,2008,735,2808076,26.2
Diseases of the genitourinary system,KS,2009,690,2832704,24.4
Diseases of the genitourinary system,KS,2010,686,2853118,24
Diseases of the genitourinary system,KY,1999,968,4018053,24.1
Diseases of the genitourinary system,KY,2000,1034,4041769,25.6
Diseases of the genitourinary system,KY,2001,1075,4068132,26.4
Diseases of the genitourinary system,KY,2002,1110,4089875,27.1
Diseases of the genitourinary system,KY,2003,1098,4117170,26.7
Diseases of the genitourinary system,KY,2004,1085,4146101,26.2
Diseases of the genitourinary system,KY,2005,1219,4182742,29.1
Diseases of the genitourinary system,KY,2006,1211,4219239,28.7
Diseases of the genitourinary system,KY,2007,1284,4256672,30.2
Diseases of the genitourinary system,KY,2008,1266,4289878,29.5
Diseases of the genitourinary system,KY,2009,1194,4317074,27.7
Diseases of the genitourinary system,KY,2010,1345,4339367,31
Diseases of the genitourinary system,LA,1999,1194,4460811,26.8
Diseases of the genitourinary system,LA,2000,1214,4468976,27.2
Diseases of the genitourinary system,LA,2001,1327,4477875,29.6
Diseases of the genitourinary system,LA,2002,1291,4497267,28.7
Diseases of the genitourinary system,LA,2003,1393,4521042,30.8
Diseases of the genitourinary system,LA,2004,1418,4552238,31.1
Diseases of the genitourinary system,LA,2005,1542,4576628,33.7
Diseases of the genitourinary system,LA,2006,1383,4302665,32.1
Diseases of the genitourinary system,LA,2007,1440,4375581,32.9
Diseases of the genitourinary system,LA,2008,1479,4435586,33.3
Diseases of the genitourinary system,LA,2009,1439,4491648,32
Diseases of the genitourinary system,LA,2010,1510,4533372,33.3
Diseases of the genitourinary system,ME,1999,276,1266808,21.8
Diseases of the genitourinary system,ME,2000,245,1274923,19.2
Diseases of the genitourinary system,ME,2001,312,1285692,24.3
Diseases of the genitourinary system,ME,2002,334,1295960,25.8
Diseases of the genitourinary system,ME,2003,370,1306513,28.3
Diseases of the genitourinary system,ME,2004,347,1313688,26.4
Diseases of the genitourinary system,ME,2005,352,1318787,26.7
Diseases of the genitourinary system,ME,2006,362,1323619,27.3
Diseases of the genitourinary system,ME,2007,360,1327040,27.1
Diseases of the genitourinary system,ME,2008,343,1330509,25.8
Diseases of the genitourinary system,ME,2009,333,1329590,25
Diseases of the genitourinary system,ME,2010,359,1328361,27
Diseases of the genitourinary system,MD,1999,898,5254509,17.1
Diseases of the genitourinary system,MD,2000,963,5296486,18.2
Diseases of the genitourinary system,MD,2001,941,5374691,17.5
Diseases of the genitourinary system,MD,2002,972,5440389,17.9
Diseases of the genitourinary system,MD,2003,923,5496269,16.8
Diseases of the genitourinary system,MD,2004,1032,5546935,18.6
Diseases of the genitourinary system,MD,2005,1158,5592379,20.7
Diseases of the genitourinary system,MD,2006,1145,5627367,20.3
Diseases of the genitourinary system,MD,2007,1133,5653408,20
Diseases of the genitourinary system,MD,2008,1084,5684965,19.1
Diseases of the genitourinary system,MD,2009,1071,5730388,18.7
Diseases of the genitourinary system,MD,2010,1110,5773552,19.2
Diseases of the genitourinary system,MA,1999,1549,6317345,24.5
Diseases of the genitourinary system,MA,2000,1630,6349097,25.7
Diseases of the genitourinary system,MA,2001,1624,6397634,25.4
Diseases of the genitourinary system,MA,2002,1734,6417206,27
Diseases of the genitourinary system,MA,2003,1681,6422565,26.2
Diseases of the genitourinary system,MA,2004,1685,6412281,26.3
Diseases of the genitourinary system,MA,2005,1910,6403290,29.8
Diseases of the genitourinary system,MA,2006,1825,6410084,28.5
Diseases of the genitourinary system,MA,2007,1809,6431559,28.1
Diseases of the genitourinary system,MA,2008,1735,6468967,26.8
Diseases of the genitourinary system,MA,2009,1610,6517613,24.7
Diseases of the genitourinary system,MA,2010,1725,6547629,26.3
Diseases of the genitourinary system,MI,1999,2021,9897116,20.4
Diseases of the genitourinary system,MI,2000,1950,9938444,19.6
Diseases of the genitourinary system,MI,2001,2148,9991120,21.5
Diseases of the genitourinary system,MI,2002,2178,10015710,21.7
Diseases of the genitourinary system,MI,2003,2277,10041152,22.7
Diseases of the genitourinary system,MI,2004,2087,10055315,20.8
Diseases of the genitourinary system,MI,2005,2295,10051137,22.8
Diseases of the genitourinary system,MI,2006,2279,10036081,22.7
Diseases of the genitourinary system,MI,2007,2223,10001284,22.2
Diseases of the genitourinary system,MI,2008,2137,9946889,21.5
Diseases of the genitourinary system,MI,2009,2168,9901591,21.9
Diseases of the genitourinary system,MI,2010,2282,9883640,23.1
Diseases of the genitourinary system,MN,1999,834,4873481,17.1
Diseases of the genitourinary system,MN,2000,851,4919479,17.3
Diseases of the genitourinary system,MN,2001,932,4982796,18.7
Diseases of the genitourinary system,MN,2002,846,5018935,16.9
Diseases of the genitourinary system,MN,2003,887,5053572,17.6
Diseases of the genitourinary system,MN,2004,896,5087713,17.6
Diseases of the genitourinary system,MN,2005,881,5119598,17.2
Diseases of the genitourinary system,MN,2006,906,5163555,17.5
Diseases of the genitourinary system,MN,2007,986,5207203,18.9
Diseases of the genitourinary system,MN,2008,991,5247018,18.9
Diseases of the genitourinary system,MN,2009,998,5281203,18.9
Diseases of the genitourinary system,MN,2010,1087,5303925,20.5
Diseases of the genitourinary system,MS,1999,871,2828408,30.8
Diseases of the genitourinary system,MS,2000,854,2844658,30
Diseases of the genitourinary system,MS,2001,840,2852994,29.4
Diseases of the genitourinary system,MS,2002,838,2858681,29.3
Diseases of the genitourinary system,MS,2003,892,2868312,31.1
Diseases of the genitourinary system,MS,2004,906,2889010,31.4
Diseases of the genitourinary system,MS,2005,950,2905943,32.7
Diseases of the genitourinary system,MS,2006,889,2904978,30.6
Diseases of the genitourinary system,MS,2007,947,2928350,32.3
Diseases of the genitourinary system,MS,2008,931,2947806,31.6
Diseases of the genitourinary system,MS,2009,875,2958774,29.6
Diseases of the genitourinary system,MS,2010,927,2967297,31.2
Diseases of the genitourinary system,MO,1999,1322,5561948,23.8
Diseases of the genitourinary system,MO,2000,1280,5595211,22.9
Diseases of the genitourinary system,MO,2001,1315,5641142,23.3
Diseases of the genitourinary system,MO,2002,1430,5674825,25.2
Diseases of the genitourinary system,MO,2003,1464,5709403,25.6
Diseases of the genitourinary system,MO,2004,1465,5747741,25.5
Diseases of the genitourinary system,MO,2005,1549,5790300,26.8
Diseases of the genitourinary system,MO,2006,1515,5842704,25.9
Diseases of the genitourinary system,MO,2007,1538,5887612,26.1
Diseases of the genitourinary system,MO,2008,1617,5923916,27.3
Diseases of the genitourinary system,MO,2009,1501,5961088,25.2
Diseases of the genitourinary system,MO,2010,1612,5988927,26.9
Diseases of the genitourinary system,MT,1999,154,897507,17.2
Diseases of the genitourinary system,MT,2000,161,902195,17.8
Diseases of the genitourinary system,MT,2001,185,906961,20.4
Diseases of the genitourinary system,MT,2002,155,911667,17
Diseases of the genitourinary system,MT,2003,152,919630,16.5
Diseases of the genitourinary system,MT,2004,167,930009,18
Diseases of the genitourinary system,MT,2005,155,940102,16.5
Diseases of the genitourinary system,MT,2006,186,952692,19.5
Diseases of the genitourinary system,MT,2007,167,964706,17.3
Diseases of the genitourinary system,MT,2008,202,976415,20.7
Diseases of the genitourinary system,MT,2009,179,983982,18.2
Diseases of the genitourinary system,MT,2010,173,989415,17.5
Diseases of the genitourinary system,NE,1999,312,1704764,18.3
Diseases of the genitourinary system,NE,2000,318,1711263,18.6
Diseases of the genitourinary system,NE,2001,354,1719836,20.6
Diseases of the genitourinary system,NE,2002,353,1728292,20.4
Diseases of the genitourinary system,NE,2003,405,1738643,23.3
Diseases of the genitourinary system,NE,2004,369,1749370,21.1
Diseases of the genitourinary system,NE,2005,318,1761497,18.1
Diseases of the genitourinary system,NE,2006,345,1772693,19.5
Diseases of the genitourinary system,NE,2007,374,1783440,21
Diseases of the genitourinary system,NE,2008,343,1796378,19.1
Diseases of the genitourinary system,NE,2009,318,1812683,17.5
Diseases of the genitourinary system,NE,2010,371,1826341,20.3
Diseases of the genitourinary system,NV,1999,391,1934718,20.2
Diseases of the genitourinary system,NV,2000,393,1998257,19.7
Diseases of the genitourinary system,NV,2001,449,2098399,21.4
Diseases of the genitourinary system,NV,2002,446,2173791,20.5
Diseases of the genitourinary system,NV,2003,511,2248850,22.7
Diseases of the genitourinary system,NV,2004,489,2346222,20.8
Diseases of the genitourinary system,NV,2005,534,2432143,22
Diseases of the genitourinary system,NV,2006,574,2522658,22.8
Diseases of the genitourinary system,NV,2007,547,2601072,21
Diseases of the genitourinary system,NV,2008,551,2653630,20.8
Diseases of the genitourinary system,NV,2009,541,2684665,20.2
Diseases of the genitourinary system,NV,2010,590,2700551,21.8
Diseases of the genitourinary system,NH,1999,172,1222014,14.1
Diseases of the genitourinary system,NH,2000,167,1235786,13.5
Diseases of the genitourinary system,NH,2001,192,1255517,15.3
Diseases of the genitourinary system,NH,2002,196,1269089,15.4
Diseases of the genitourinary system,NH,2003,219,1279840,17.1
Diseases of the genitourinary system,NH,2004,230,1290121,17.8
Diseases of the genitourinary system,NH,2005,241,1298492,18.6
Diseases of the genitourinary system,NH,2006,234,1308389,17.9
Diseases of the genitourinary system,NH,2007,216,1312540,16.5
Diseases of the genitourinary system,NH,2008,235,1315906,17.9
Diseases of the genitourinary system,NH,2009,218,1316102,16.6
Diseases of the genitourinary system,NH,2010,273,1316470,20.7
Diseases of the genitourinary system,NJ,1999,1828,8359592,21.9
Diseases of the genitourinary system,NJ,2000,1938,8414350,23
Diseases of the genitourinary system,NJ,2001,1927,8492671,22.7
Diseases of the genitourinary system,NJ,2002,2084,8552643,24.4
Diseases of the genitourinary system,NJ,2003,2135,8601402,24.8
Diseases of the genitourinary system,NJ,2004,2067,8634561,23.9
Diseases of the genitourinary system,NJ,2005,2075,8651974,24
Diseases of the genitourinary system,NJ,2006,2094,8661679,24.2
Diseases of the genitourinary system,NJ,2007,2184,8677885,25.2
Diseases of the genitourinary system,NJ,2008,2133,8711090,24.5
Diseases of the genitourinary system,NJ,2009,2104,8755602,24
Diseases of the genitourinary system,NJ,2010,1959,8791894,22.3
Diseases of the genitourinary system,NM,1999,241,1808082,13.3
Diseases of the genitourinary system,NM,2000,238,1819046,13.1
Diseases of the genitourinary system,NM,2001,276,1831690,15.1
Diseases of the genitourinary system,NM,2002,327,1855309,17.6
Diseases of the genitourinary system,NM,2003,305,1877574,16.2
Diseases of the genitourinary system,NM,2004,313,1903808,16.4
Diseases of the genitourinary system,NM,2005,343,1932274,17.8
Diseases of the genitourinary system,NM,2006,373,1962137,19
Diseases of the genitourinary system,NM,2007,363,1990070,18.2
Diseases of the genitourinary system,NM,2008,380,2010662,18.9
Diseases of the genitourinary system,NM,2009,379,2036802,18.6
Diseases of the genitourinary system,NM,2010,396,2059179,19.2
Diseases of the genitourinary system,NY,1999,3288,18882725,17.4
Diseases of the genitourinary system,NY,2000,3465,18976457,18.3
Diseases of the genitourinary system,NY,2001,3527,19082838,18.5
Diseases of the genitourinary system,NY,2002,3605,19137800,18.8
Diseases of the genitourinary system,NY,2003,3549,19175939,18.5
Diseases of the genitourinary system,NY,2004,3647,19171567,19
Diseases of the genitourinary system,NY,2005,3643,19132610,19
Diseases of the genitourinary system,NY,2006,3677,19104631,19.2
Diseases of the genitourinary system,NY,2007,3728,19132335,19.5
Diseases of the genitourinary system,NY,2008,3504,19212436,18.2
Diseases of the genitourinary system,NY,2009,3353,19307066,17.4
Diseases of the genitourinary system,NY,2010,3464,19378102,17.9
Diseases of the genitourinary system,NC,1999,1695,7949361,21.3
Diseases of the genitourinary system,NC,2000,1891,8049313,23.5
Diseases of the genitourinary system,NC,2001,1961,8210122,23.9
Diseases of the genitourinary system,NC,2002,2081,8326201,25
Diseases of the genitourinary system,NC,2003,2079,8422501,24.7
